lead_id,user_id,deal_id,lead_source,campaign_name,utm_medium,lead_cost,lead_status,created_at,converted_at,SDR,industry,year
2044,1ee91953-1aaa-4ec9-bc00-1aeb409a71c3,3855a6f7-4ed8-4948-95c6-7e01b33df323,Webinar,Q1 Paid Search,referral,541.9823940131208,contacted,2024-08-23 17:48:36.623309,,Barbie,Cloud Computing,2024
2045,a54c5161-757d-4d38-b99c-c6f61e4e6093,,Email,SEO Blog,paid_search,229.3417903406963,qualified,2023-02-03 17:48:36.623309,,Tori,Software Development,2023
2046,65a0c91b-9e78-4be3-9576-9f6e85ef3fe8,8e2ec2bd-e718-4f81-aa8c-8a00b4d151a4,Facebook Ads,Spring Drip Campaign,paid_search,442.70755059615936,new,2023-07-16 17:48:36.623309,,Barbie,Software Development,2023
2047,37be4c2b-93a2-4582-86ca-81d7e6c50f21,,Organic,Holiday Promo,referral,320.3226914733389,qualified,2025-01-07 17:48:36.623309,,Midge,Data Analytics,2025
2048,da945afa-8cf8-44f0-9a7c-2ac7acd9bce0,,Webinar,SEO Blog,social,552.0723085480295,contacted,2023-07-20 17:48:36.623309,,Tori,Data Analytics,2023
2049,293e2328-2d30-4b43-8214-272b224dd429,da075d9d-91be-437b-b9a2-01e3433c8af5,Referral,Q1 Paid Search,paid_search,389.2520731911644,new,2024-10-22 17:48:36.623309,,Tori,Networking Solutions,2024
2050,2286c215-9ede-46f2-86b2-3384cb2d0910,,Google Ads,Holiday Promo,paid_search,237.6545241397097,qualified,2025-06-09 17:48:36.623309,,Tori,Managed IT Services,2025
2051,b5198c8b-b44e-40d7-8cf2-6e5ace4e8541,,Referral,Holiday Promo,social,340.9189816763537,new,2023-05-05 17:48:36.623309,,Midge,Software Development,2023
2052,7db8a1e6-d36e-46e9-8621-bd4bd5b43041,,Webinar,SEO Blog,social,601.4996085136778,qualified,2023-05-26 17:48:36.623309,,Tori,Data Analytics,2023
2053,b6582fa8-e1c6-4005-a58a-8e8a98064592,b46808f0-a312-49f6-a349-b33d04bdbf93,Organic,Product Launch,organic,223.64704753700727,qualified,2025-05-30 17:48:36.623309,,Barbie,IT Consulting,2025
2054,ab011ce2-901c-4290-8d9b-1bc4df897e1e,665fa8cf-d1a1-4d0c-8872-5ac30fb42086,Email,Q2 Retargeting,paid_search,300.2241716504144,new,2025-05-10 17:48:36.623309,,Tori,Managed IT Services,2025
2055,75a5359a-d3d9-4fa9-80f5-7dfab3adb8a7,,Google Ads,Spring Drip Campaign,referral,304.76146253661545,disqualified,2023-04-30 17:48:36.623309,,Midge,Cloud Computing,2023
2056,da2c453d-a4d5-410e-9387-f04fce812ff4,b0858d42-5019-4474-b7ad-256012f7b5db,Google Ads,Q2 Retargeting,referral,280.12330421614604,contacted,2023-04-14 17:48:36.623309,,Tori,Cybersecurity,2023
2057,23e5c2fb-20ad-42e4-b6ff-9d0f066e7d37,8f7843d9-796a-4d56-abe3-043bd127d1dc,Google Ads,SEO Blog,email,251.1175575208768,qualified,2023-07-04 17:48:36.623309,,Jake,SaaS,2023
2058,65e5129d-b29a-4761-9def-611daa53b46f,,Organic,Summer Webinar,social,380.7370106025065,contacted,2025-06-01 17:48:36.623309,,Barbie,SaaS,2025
2059,ea6b57b5-1f29-4ee3-a217-350a2859d6e0,,Webinar,Q2 Retargeting,paid_search,474.7601997327021,qualified,2025-02-11 17:48:36.623309,,Barbie,Networking Solutions,2025
2060,dc208b36-4506-4941-9e54-a4bc260a45c0,711c0a24-2998-44f5-85c0-2a69724402cf,Referral,Customer Referral,social,326.848197644538,contacted,2024-09-26 17:48:36.623309,,Tori,DevOps,2024
2061,b7677420-882c-45e7-876d-5189901496ee,743d4640-d630-4ae0-ad8c-60545be14f4b,Referral,Summer Webinar,paid_search,393.4420513635466,new,2025-04-08 17:48:36.623309,,Jake,Cybersecurity,2025
2062,f7832962-5d2e-4dfd-9d6a-decaa098c7e1,,Organic,Q2 Retargeting,social,285.6103334734475,new,2022-11-28 17:48:36.623309,,Midge,SaaS,2022
2063,e72a3172-d8ea-4543-831d-642e8789e831,,Facebook Ads,Customer Referral,organic,367.6350853285838,disqualified,2025-03-30 17:48:36.623309,,Tori,SaaS,2025
2064,5025bb6c-0232-48c5-ae25-e08d285641e7,496210e7-c675-4a64-9d11-dbfdaef8e193,Referral,Spring Drip Campaign,organic,325.5250223791448,new,2023-07-03 17:48:36.623309,,Midge,Software Development,2023
2065,8fe68dd1-ae96-47e0-a10d-ed2a04ed913b,05dcb6d1-af39-40c1-8462-089afd07f853,LinkedIn,Spring Drip Campaign,email,167.96820382712684,new,2025-03-15 17:48:36.623309,,Midge,Software Development,2025
2066,64c71b7d-8f30-4645-aea3-586015db6ffe,8c6b12ce-b8e8-4369-97a9-7091f9b2cc85,Email,Q2 Retargeting,social,254.872601751375,new,2022-11-29 17:48:36.623309,,Tori,Cloud Computing,2022
2067,7bf1f327-e532-4330-8bfc-3e2ac85e4455,50483d42-48eb-4534-abbb-b699c13dbc03,Facebook Ads,Holiday Promo,paid_search,350.67087202865287,new,2025-08-13 17:48:36.623309,,Tori,Cybersecurity,2025
2068,13188195-9624-41cd-a808-17030c4a670a,fa2b7faa-eee7-46fc-8425-9767cda6adb9,Referral,SEO Blog,referral,391.2842580831912,new,2025-06-26 17:48:36.623309,,Ken,IT Consulting,2025
2069,e2974120-57e7-4356-81df-d7afc3b14189,,Webinar,SEO Blog,paid_search,657.9166031922767,qualified,2023-02-05 17:48:36.623309,,Barbie,Data Analytics,2023
2070,910b04de-22a0-42b8-8d7f-efc6a3c614db,2e4db580-3f50-4489-9438-0b5bf2d021da,Webinar,Spring Drip Campaign,referral,530.5591000796749,new,2024-02-07 17:48:36.623309,,Ken,AI & Machine Learning,2024
2071,8e3e4f10-7cae-4ffc-9830-7510ce9907e5,,Email,Product Launch,referral,386.6908205477679,contacted,2024-10-19 17:48:36.623309,,Tori,Data Analytics,2024
2072,9f473c03-531d-4a93-9b6e-e4876bf460f1,,Facebook Ads,SEO Blog,referral,317.14613628739784,contacted,2023-10-12 17:48:36.623309,,Ken,SaaS,2023
2073,486e3c1e-abe7-4afa-b7ad-ca0634d1eba4,776bb517-4026-4636-b37f-b27775ce5487,Referral,Summer Webinar,referral,358.1190073099024,qualified,2025-05-19 17:48:36.623309,,Tori,Software Development,2025
2074,c6538502-7e8b-45c3-ab15-f904a3883bf8,,Facebook Ads,Holiday Promo,paid_search,281.02024424898303,qualified,2024-12-05 17:48:36.623309,,Barbie,Cybersecurity,2024
2075,f1c3f354-f4e3-4cab-8b21-dc65d054d6fc,,Webinar,Spring Drip Campaign,social,667.2637775547944,contacted,2025-09-07 17:48:36.623309,,Tori,Data Analytics,2025
2076,32a78a76-85c9-48f9-bbbf-732a98852f99,,Facebook Ads,Summer Webinar,social,360.9786187185525,qualified,2022-10-11 17:48:36.623309,,Tori,IT Consulting,2022
2077,4a5294c4-f3d5-4671-a467-dff504bd18a7,433e3d0e-ce1a-4ffa-9b1c-084e5575f039,Email,Summer Webinar,paid_search,255.39791052516472,qualified,2025-10-09 17:48:36.623309,,Tori,AI & Machine Learning,2025
2078,dc3f3f15-fb1b-4ae8-bfaf-6608e1e07595,77f818c9-c8eb-4795-9635-26ca68061fa6,Google Ads,Summer Webinar,social,344.1639037504329,new,2023-03-29 17:48:36.623309,,Ken,Cybersecurity,2023
2079,6f68ca68-5abb-4b58-ba55-9a4837934db1,,Organic,Summer Webinar,social,291.1659941359105,new,2024-06-04 17:48:36.623309,,Barbie,Cloud Computing,2024
2080,f6614660-c17f-4b96-99e7-007eee020b85,a956abf3-4c1f-44ed-a4ca-48d4f7ec1887,Facebook Ads,Q1 Paid Search,email,350.2770241343331,new,2023-12-08 17:48:36.623309,,Barbie,Networking Solutions,2023
2081,1ecf2574-b0ea-4ed9-acc3-dd27b5432339,a3efbc46-96e2-4e7d-9045-00bec394d534,LinkedIn,SEO Blog,organic,273.71858941658536,new,2023-08-28 17:48:36.623309,,Barbie,Data Analytics,2023
2082,eee2be1c-79a4-444c-ac02-d117599aea51,67c9504c-a283-48b7-a017-f54e6e949920,Google Ads,Product Launch,referral,375.4631074704089,contacted,2025-04-04 17:48:36.623309,,Midge,DevOps,2025
2083,eb398481-5ade-4290-bf82-30494976c4c3,,LinkedIn,Q2 Retargeting,referral,239.8346571107699,new,2024-09-03 17:48:36.623309,,Jake,IT Consulting,2024
2084,3f48f88b-817f-4eb3-81a1-43d53d80a8d1,,Organic,Customer Referral,social,231.60296119371088,qualified,2023-05-24 17:48:36.623309,,Ken,Managed IT Services,2023
2085,5fb8245b-b24e-49b0-ae01-bb4af91e1046,0d111d00-3c1c-436d-9dc0-98f39c8bd751,Organic,Product Launch,paid_search,322.98558861328854,qualified,2024-05-16 17:48:36.623309,,Tori,Software Development,2024
2086,db334565-5363-4f87-b553-9fac884a0861,a2be3bf0-55a6-477b-b517-714b2964c70a,Webinar,Product Launch,organic,570.0355737826352,new,2023-05-13 17:48:36.623309,,Tori,IT Consulting,2023
2087,8972d88e-278b-42a9-aa24-36774852e145,2ac6cda7-9f0f-4c6c-bdf4-0f7de002c243,Email,Q2 Retargeting,email,392.298776817949,new,2022-10-18 17:48:36.623309,,Tori,SaaS,2022
2088,9c70b672-3ed9-40d4-8f17-a1e383b5e308,,Google Ads,Customer Referral,email,239.23066303998016,converted,2023-06-14 17:48:36.623309,2023-07-20 06:55:18.623309,Tori,SaaS,2023
2089,38b159be-70b8-4042-ab83-da40ddb5a264,,Email,Product Launch,paid_search,351.64508078516457,new,2025-06-11 17:48:36.623309,,Tori,Cybersecurity,2025
2090,0a65b1e7-e9ed-48d5-9cb1-91db5ffe1bcc,,Facebook Ads,Product Launch,email,219.7002169799288,new,2025-04-20 17:48:36.623309,,Ken,Networking Solutions,2025
2091,8d3f8dd9-c2ff-4071-8ae2-74ced6fcf4fb,22888e5a-bad6-456f-b0dd-7af127805102,Webinar,Summer Webinar,email,562.8831453931176,qualified,2025-02-25 17:48:36.623309,,Tori,Data Analytics,2025
2092,8a658248-6834-41fa-90ec-abc394bb3e44,,Webinar,Q1 Paid Search,social,490.9353987210105,contacted,2022-10-20 17:48:36.623309,,Jake,SaaS,2022
2093,7a0c51e7-ca35-44b0-8ff2-beaed2ebb602,,Organic,SEO Blog,organic,333.81894142770403,new,2024-11-27 17:48:36.623309,,Barbie,AI & Machine Learning,2024
2094,87c3f455-8bec-4496-9cd0-4c908e5bc4fd,43285eba-7042-4b70-8d88-754d430c8eb2,Organic,SEO Blog,paid_search,322.829448295221,converted,2023-05-13 17:48:36.623309,2023-06-05 02:52:31.623309,Ken,IT Consulting,2023
2095,e871b182-1552-4291-95d3-4aab9a8f4132,,Organic,Spring Drip Campaign,social,226.14022857476417,contacted,2024-02-01 17:48:36.623309,,Ken,SaaS,2024
2096,003e77db-3a2e-4277-bbf8-5f7737cb492a,,Facebook Ads,Summer Webinar,paid_search,393.4921214084097,new,2023-02-19 17:48:36.623309,,Ken,Data Analytics,2023
2097,3ae6d920-53f9-4c28-8117-e3f31994d32f,,Referral,Spring Drip Campaign,social,287.0767316671059,qualified,2025-02-08 17:48:36.623309,,Jake,SaaS,2025
2098,91c8c59b-8a09-453c-9ec8-d189dc06e8fb,0faa35f6-32b5-4f37-8313-7a66c9ddc161,LinkedIn,Spring Drip Campaign,referral,260.7599369891999,new,2024-04-14 17:48:36.623309,,Barbie,Networking Solutions,2024
2099,8c0ccd70-a451-4785-9d3c-1f79386f00de,,Email,Summer Webinar,social,124.4543191851569,contacted,2025-02-04 17:48:36.623309,,Jake,Managed IT Services,2025
2100,45384720-b012-4255-b832-9b907f5cade7,,LinkedIn,Summer Webinar,organic,254.3389477883786,new,2024-10-16 17:48:36.623309,,Barbie,AI & Machine Learning,2024
2101,9a3f31a3-19da-4489-af2a-424fe8e5026e,5aa32c34-ec72-4b85-8f7d-97afdd6cc908,Facebook Ads,Q1 Paid Search,organic,468.25297509020487,qualified,2024-05-09 17:48:36.623309,,Jake,Cybersecurity,2024
2102,46b65ea7-26c6-40d6-94cf-0a91acb2ed0a,,Facebook Ads,Customer Referral,email,200.43154244433856,new,2022-11-13 17:48:36.623309,,Barbie,IT Consulting,2022
2103,a7d43a0b-eff6-4c23-a6ce-9c2401735f40,8b14c0e4-8447-4304-8a83-1528666dc448,Webinar,Holiday Promo,organic,600.5740080271983,qualified,2024-10-15 17:48:36.623309,,Midge,Data Analytics,2024
2104,12e6457f-a26d-4d67-953a-f91fd16fb1ee,83afcf1f-bcf3-4534-98a7-d3e367786953,Organic,Spring Drip Campaign,referral,391.48501297124415,qualified,2023-10-05 17:48:36.623309,,Midge,Software Development,2023
2105,8c2f4230-f338-493c-9adb-bb4f6a7b9695,eb69e2a8-6700-4f2f-a055-1b972ad0e04e,Email,Holiday Promo,referral,392.2240610474333,contacted,2024-10-23 17:48:36.623309,,Barbie,SaaS,2024
2106,877464ff-5bf2-4ff0-b2a5-571f9d988143,,LinkedIn,Summer Webinar,email,259.0459459279099,qualified,2023-12-05 17:48:36.623309,,Barbie,AI & Machine Learning,2023
2107,a308805b-88e5-4aa6-877c-db9d6ada8dc7,,Organic,Holiday Promo,paid_search,408.7539009107562,new,2023-08-23 17:48:36.623309,,Tori,Managed IT Services,2023
2108,9a594a7c-5258-466f-9f93-4fae9a676a0f,,Webinar,Holiday Promo,email,532.1788716416557,converted,2025-09-12 17:48:36.623309,2025-10-21 11:22:04.623309,Jake,Networking Solutions,2025
2109,f7ba799b-7137-4e4c-abc1-b58780d3a60e,56c36adc-04f9-428a-93d3-ea2e3768d3f2,Referral,SEO Blog,social,356.0531436156762,contacted,2023-04-26 17:48:36.623309,,Jake,Software Development,2023
2110,fb1ddd79-b157-4d6b-aea7-c3e44041fb30,9d5d394f-7c17-43b0-8809-e32bd0c82880,Referral,Summer Webinar,email,497.9161438000693,qualified,2023-05-09 17:48:36.623309,,Barbie,SaaS,2023
2111,84895074-4ec5-450f-995a-892556454d09,,Facebook Ads,Customer Referral,referral,309.6721371797305,new,2024-04-29 17:48:36.623309,,Tori,Data Analytics,2024
2112,514b4ba0-100c-4dd6-96fc-79493d956400,,Webinar,SEO Blog,organic,569.4003020842026,qualified,2023-07-29 17:48:36.623309,,Tori,SaaS,2023
2113,1da59317-b1fe-424b-984c-d079785a4f52,,Email,Customer Referral,social,380.4009527978507,converted,2025-03-26 17:48:36.623309,2025-04-27 03:12:24.623309,Jake,Cloud Computing,2025
2114,e8d85f67-a6ac-4ea5-8357-371585d9f07a,,Facebook Ads,Customer Referral,referral,407.16074042055664,contacted,2024-02-21 17:48:36.623309,,Barbie,Cloud Computing,2024
2115,78c56fe5-4776-474e-a3fa-444472bc71f5,,Webinar,Customer Referral,referral,566.3457761304337,new,2025-08-26 17:48:36.623309,,Tori,Cybersecurity,2025
2116,d85093ab-ede0-49d8-b309-74408e43f3e4,aabcacf4-5361-4344-a077-fa31ae113729,Google Ads,Q1 Paid Search,organic,386.57914340351726,new,2024-03-21 17:48:36.623309,,Barbie,Software Development,2024
2117,447b21de-874a-4047-960d-a1eb27161f83,3e083e0d-fc4a-44dc-b01d-522892fc1b64,Facebook Ads,Product Launch,email,289.39252642095295,converted,2023-05-30 17:48:36.623309,2023-07-14 23:00:27.623309,Midge,IT Consulting,2023
2118,46f08eb0-4e5b-4a23-bbae-8e4bc0343f22,a3bb3862-5065-49b0-82c5-a8d394aa8de7,LinkedIn,Spring Drip Campaign,email,275.93168894495534,contacted,2024-01-28 17:48:36.623309,,Barbie,DevOps,2024
2119,32a78a76-85c9-48f9-bbbf-732a98852f99,,Facebook Ads,Holiday Promo,referral,273.5740405105242,contacted,2023-03-14 17:48:36.623309,,Midge,Managed IT Services,2023
2120,9c5116fb-5cd9-42b5-ad4c-2c16d0082057,,Organic,Spring Drip Campaign,social,352.56677488587127,qualified,2023-12-17 17:48:36.623309,,Barbie,Managed IT Services,2023
2121,8b8fb3ff-8cc1-4dbd-93dd-42107f083699,bf86baec-15e8-449a-a074-daf4edbe1143,Organic,Holiday Promo,social,333.1274387860731,new,2024-03-25 17:48:36.623309,,Midge,Managed IT Services,2024
2122,1f42d4bf-1950-468a-8868-ece374b7f9f9,46d82008-5a4e-4502-be4f-e20274f4890d,Google Ads,Q1 Paid Search,organic,267.85174121308944,new,2023-07-17 17:48:36.623309,,Midge,IT Consulting,2023
2123,e24402fd-6b2a-4bc4-a884-7c8f14af6508,,Organic,Summer Webinar,social,342.8214435838819,new,2024-02-07 17:48:36.623309,,Jake,Software Development,2024
2124,0481dd1e-4565-4e68-ae6c-7da6fba63090,,Organic,Q1 Paid Search,paid_search,274.5645604913629,new,2023-01-30 17:48:36.623309,,Midge,IT Consulting,2023
2125,6d3fe96a-f9e8-4d87-88ae-2e1c2cc3d082,6af1c07e-699c-4ead-ad04-0db750d422a9,Facebook Ads,Spring Drip Campaign,referral,333.1488377027857,new,2025-01-24 17:48:36.623309,,Tori,Networking Solutions,2025
2126,aee78142-810e-44fd-a0ef-44683abd156c,d74ac708-6871-448e-8330-5f87a1f5f3a2,Webinar,Q2 Retargeting,social,596.9802908890043,new,2024-08-12 17:48:36.623309,,Ken,Cybersecurity,2024
2127,7482ed5d-e0d4-4a82-a72a-6a53f5fb390b,,Webinar,Summer Webinar,social,594.062599771647,new,2025-08-28 17:48:36.623309,,Tori,Managed IT Services,2025
2128,83cd2707-62d8-4be5-8b15-496d69ffa7ea,d6eb519b-3c1f-4f9a-a1c8-3c2cb565d618,Referral,Summer Webinar,email,343.5385062563381,new,2023-09-14 17:48:36.623309,,Jake,Cybersecurity,2023
2129,b216e0e7-6c8b-41fb-b58d-7637bcefcdb0,1b4c7d51-3db9-4957-a0e3-07facadc194e,Google Ads,Spring Drip Campaign,email,250.012049231313,new,2025-01-27 17:48:36.623309,,Barbie,Cybersecurity,2025
2130,d702f128-7af0-421c-87cf-4e3bd705eb1f,,Facebook Ads,Product Launch,paid_search,282.8328131498869,new,2022-10-19 17:48:36.623309,,Ken,Cloud Computing,2022
2131,3df51be2-6460-4f97-baab-f9e3a34ccea6,,Facebook Ads,Product Launch,paid_search,277.16221075870806,new,2025-08-21 17:48:36.623309,,Tori,DevOps,2025
2132,eae08bf2-65b2-4881-9747-7d6c9a4c7c46,,Email,Holiday Promo,paid_search,427.2741840745632,new,2024-07-02 17:48:36.623309,,Tori,Software Development,2024
2133,ed783418-7d51-44a0-a5cd-3a5e4fdcd62a,1c4b07be-8d96-43b4-ad74-28a31cddcdf2,Webinar,Summer Webinar,social,525.5917152732011,new,2024-08-02 17:48:36.623309,,Jake,Networking Solutions,2024
2134,f896b45b-0ee9-464b-ae87-5c9842fc835d,,Facebook Ads,Summer Webinar,email,223.3208522545146,new,2024-05-12 17:48:36.623309,,Midge,AI & Machine Learning,2024
2135,af3c5c67-09f7-4466-a044-526d10f99dc5,93e0509b-3f1e-4d20-85fa-03d945262013,Webinar,Q1 Paid Search,paid_search,487.645777605306,new,2025-01-28 17:48:36.623309,,Jake,DevOps,2025
2136,ffbe65f7-c0f8-4056-8985-22b33ff127fb,,Webinar,Customer Referral,paid_search,583.3489633459362,new,2025-05-29 17:48:36.623309,,Barbie,Managed IT Services,2025
2137,b217cfa8-27fe-4ed7-9dfb-95243afd5e86,b33b3384-5677-46c6-94ef-545a916eac9b,Referral,SEO Blog,referral,327.3789493427989,new,2023-04-17 17:48:36.623309,,Barbie,DevOps,2023
2138,9028029a-7e50-435a-892b-e74d3dcba4d8,6a56d6a6-bbe9-4b05-97c7-7cea43701c8b,Facebook Ads,Summer Webinar,referral,384.0801589220546,new,2025-07-03 17:48:36.623309,,Jake,Cybersecurity,2025
2139,a9e5f70d-ca62-4081-be3f-79c3a0c64b44,e8b0cb21-7320-43be-8155-c757db5e3bce,LinkedIn,Q2 Retargeting,paid_search,250.1840750722357,new,2025-06-26 17:48:36.623309,,Barbie,Managed IT Services,2025
2140,eb398481-5ade-4290-bf82-30494976c4c3,88f7237f-7e35-4cf5-bb47-19a41cb2eb14,Google Ads,SEO Blog,social,409.31956770102727,new,2023-07-13 17:48:36.623309,,Jake,DevOps,2023
2141,1abb66fc-5a79-4f72-b414-34fcb12b115b,,Organic,Spring Drip Campaign,paid_search,276.6417789973472,new,2025-04-11 17:48:36.623309,,Jake,Software Development,2025
2142,70c20d41-270f-44d5-aa93-d65425121656,9183c352-6118-4e0f-8823-2f6204a5672b,Email,SEO Blog,organic,246.77330447996687,new,2023-03-02 17:48:36.623309,,Barbie,Cloud Computing,2023
2143,4ad39608-8831-4803-962d-b6b658e58ce5,fb062193-3eb0-480b-b819-029b0d69d379,Email,Summer Webinar,referral,283.78909729779457,contacted,2023-01-17 17:48:36.623309,,Barbie,DevOps,2023
2144,dd1468c9-d468-48ae-bdc0-63fda50073b7,06af07fb-e979-422e-a534-e75f4fad2e90,Organic,Q1 Paid Search,paid_search,442.01109498665227,new,2022-12-23 17:48:36.623309,,Barbie,IT Consulting,2022
2145,1420184f-5d97-4f59-9ec8-2b904c625ed0,,Webinar,Q1 Paid Search,paid_search,613.5823521231084,contacted,2024-10-29 17:48:36.623309,,Barbie,Software Development,2024
2146,812d8dc2-5137-4b28-97f6-618fe7ca89ef,,Google Ads,Holiday Promo,referral,351.37510601312874,contacted,2024-01-26 17:48:36.623309,,Midge,AI & Machine Learning,2024
2147,6a43ea00-4bd1-4f3a-af3e-c5a79c0203d2,,Facebook Ads,Holiday Promo,email,337.3020316604081,contacted,2023-01-15 17:48:36.623309,,Midge,Networking Solutions,2023
2148,45fb29fe-6f47-4833-9c85-8317096ad7fe,c99b5296-0210-4392-95b0-cb9a6b2cdc00,Referral,Customer Referral,organic,291.1717868126412,new,2024-10-19 17:48:36.623309,,Barbie,Cloud Computing,2024
2149,a5f16fd1-9b58-4bb2-a40b-48161672b4fb,37f46de7-c9ef-41e8-98fe-fe83081db425,Organic,SEO Blog,social,353.29020669388103,contacted,2024-02-22 17:48:36.623309,,Tori,Cybersecurity,2024
2150,b5b6c09e-9e70-4e68-b10c-99d8f78e34ef,a605bb34-023d-4dea-aa7d-ebec0175990f,Organic,Summer Webinar,email,244.95687095227808,qualified,2023-04-29 17:48:36.623309,,Ken,Cloud Computing,2023
2151,b3f74100-9314-4b78-87af-bce4434b138f,,Email,Summer Webinar,paid_search,279.9469264600856,contacted,2023-09-25 17:48:36.623309,,Tori,Networking Solutions,2023
2152,4d0ca501-d295-4f0b-bac7-d803c91245b0,a16aaa72-bd2e-48d9-a694-67793f5e5474,LinkedIn,Customer Referral,social,219.488483771744,new,2025-08-15 17:48:36.623309,,Barbie,DevOps,2025
2153,5629b0ff-8bb6-47e2-9e2a-ab310b12a669,77006a16-cdaa-4af0-a172-e9b73f09da61,LinkedIn,Summer Webinar,organic,282.6991397909796,converted,2024-10-19 17:48:36.623309,2024-11-07 18:45:36.623309,Jake,Networking Solutions,2024
2154,ab969041-4e30-42a7-bec7-df3996583638,,LinkedIn,Q1 Paid Search,referral,193.41103537474052,new,2023-08-11 17:48:36.623309,,Barbie,SaaS,2023
2155,f3f99731-d166-446e-9d70-e6846b077620,,Facebook Ads,Holiday Promo,referral,307.55729698841293,contacted,2023-04-06 17:48:36.623309,,Ken,Cloud Computing,2023
2156,cf98aba7-67d2-4531-9926-27ac47302f04,04f4920e-c4f9-472c-acc2-696c918416ad,Email,Spring Drip Campaign,email,249.1616575587592,contacted,2023-01-23 17:48:36.623309,,Barbie,DevOps,2023
2157,f0d81811-1300-42d4-94b1-7987a1f7876a,,Google Ads,SEO Blog,paid_search,229.550547600911,contacted,2025-08-22 17:48:36.623309,,Jake,Networking Solutions,2025
2158,a06cadae-5ff6-4de3-9cde-a84c44d8f603,,Facebook Ads,SEO Blog,referral,356.67953915402234,new,2025-01-02 17:48:36.623309,,Jake,Networking Solutions,2025
2159,a7eafc95-7bff-4f18-8f19-e2c1331de930,4df3f15b-32b0-4baa-bf48-14d58143c229,Email,SEO Blog,referral,371.7703909534316,contacted,2024-06-08 17:48:36.623309,,Tori,IT Consulting,2024
2160,4f8bf0c4-33c0-4828-b44e-870bb0bf1bb6,30092706-fa74-452f-9fd1-83cba0dd6409,Referral,Product Launch,paid_search,233.55138874305644,new,2023-12-08 17:48:36.623309,,Midge,DevOps,2023
2161,dfcc080d-df98-45a3-bb07-77e4b8941d73,0d9a81a0-4335-45e9-b647-182b098ea7f7,Referral,Holiday Promo,paid_search,323.1906643772297,contacted,2023-05-11 17:48:36.623309,,Tori,Managed IT Services,2023
2162,891234bf-0a3b-4863-b137-feef3de15ea5,be3da2d9-afc8-4136-94c4-4e8baeb04589,Google Ads,Q1 Paid Search,email,410.881118477057,contacted,2023-08-31 17:48:36.623309,,Midge,Managed IT Services,2023
2163,4fe3d573-2907-4e8a-9606-30318f08d7d2,936255e9-814b-4f46-81d6-e830c8443445,Webinar,SEO Blog,paid_search,552.0813998596211,qualified,2024-08-21 17:48:36.623309,,Barbie,DevOps,2024
2164,d3e97e34-4167-4d6b-a2e6-db142b5148a9,,Facebook Ads,Summer Webinar,email,339.4554354015224,new,2023-03-27 17:48:36.623309,,Midge,DevOps,2023
2165,429b5bcc-11b7-4849-9ef4-f70929e8e39c,bfa54348-ca24-455c-8a61-6073c047641b,Referral,Q1 Paid Search,referral,412.2425883948372,new,2023-01-14 17:48:36.623309,,Ken,Cloud Computing,2023
2166,dd351460-d741-4e23-a4e5-d5eac9e7a1cf,d9c7b7c7-638a-41f8-aa3d-7e9fe825acd5,Organic,Q2 Retargeting,organic,205.20939178744192,qualified,2024-11-05 17:48:36.623309,,Barbie,Networking Solutions,2024
2167,3a2c811f-ffa2-4294-88bf-cd78b8f2e1ea,,Google Ads,Customer Referral,referral,314.7834157670903,qualified,2023-07-07 17:48:36.623309,,Tori,Cybersecurity,2023
2168,d476fd63-f494-43dc-80b7-c056a0d1dde9,,Referral,Holiday Promo,referral,311.15070330972816,contacted,2022-11-11 17:48:36.623309,,Jake,Software Development,2022
2169,faeeedf8-c200-447d-bcbc-7e44ae2d599c,,Webinar,Spring Drip Campaign,referral,544.0486381311788,qualified,2024-05-04 17:48:36.623309,,Tori,Software Development,2024
2170,5e43b0b3-df43-4347-972e-cb2f7479c85a,9d8f5877-cecd-4f6b-b04c-9f87adf1feac,Referral,Q1 Paid Search,referral,370.8394954086024,new,2025-02-04 17:48:36.623309,,Tori,Software Development,2025
2171,dde226a0-cf71-4cc4-93b9-2364d15ef7a2,c400b7e3-13a6-4b52-994c-710952811a6b,Facebook Ads,Holiday Promo,paid_search,301.45634036148743,qualified,2024-09-15 17:48:36.623309,,Ken,DevOps,2024
2172,9c67eba9-dd1e-4278-b450-d65a09535027,,Referral,Spring Drip Campaign,email,336.70366000994994,new,2024-11-13 17:48:36.623309,,Ken,Software Development,2024
2173,f20cec75-c421-4de1-aa47-0d4d56abe918,b166c6a1-6c2b-48cd-b2ad-9b3109004888,Google Ads,Summer Webinar,referral,359.8936603561202,new,2024-02-01 17:48:36.623309,,Ken,Data Analytics,2024
2174,1ab6b482-205c-4b28-9628-38faac3cdbba,,Facebook Ads,Customer Referral,organic,335.5564556259082,contacted,2023-08-16 17:48:36.623309,,Tori,Managed IT Services,2023
2175,f1c3f354-f4e3-4cab-8b21-dc65d054d6fc,dec098f2-a772-4f5f-bc74-a07869ea6f82,Google Ads,Q2 Retargeting,email,393.648005164199,new,2025-02-10 17:48:36.623309,,Barbie,Cloud Computing,2025
2176,663f2c7f-c82a-4295-9bad-d68a1810bad4,ffd26ee4-a7f0-490b-bb1d-99ee674e5322,Organic,SEO Blog,organic,423.4598502425028,qualified,2023-06-18 17:48:36.623309,,Jake,Managed IT Services,2023
